form	lemma	POS	morph
བློ་སྦྱོང་	བློ་སྦྱོང་	OTHER
ཚོགས་བཤད་	ཚོགས་བཤད་	OTHER
མ་	མ་	PART
བཞུགས་	བཞུགས་	VERB
སོ་	སོ་	PART
། །		PUNCT
ཀུན་མཁྱེན་	ཀུན་མཁྱེན་	OTHER
ཐུགས་	ཐུགས་	NOUN
ནི་	ནི་	NO_POS
བརྩེ་བ་	བརྩེ་བ་	VERB
འི་	གི་	PART
དབང་	དབང་	NOUN
གྱུར་	གྱུར་	VERB
ཅིང་	ཅིང་	PART
། །		PUNCT
གཞན་དོན་	གཞན་དོན་	NOUN
རོ་	རོ་	NOUN
གཅིག་	གཅིག་	NUM
ཐུབ་དབང་	ཐུབ་དབང་	NOUN
སྲ་	སྲ་	NOUN
ཀྱི་	གི་	PART
གཙོ་	གཙོ་	NOUN
། །		PUNCT
བྱམས་མགོན་	བྱམས་མགོན་	OTHER
ན་	ནས་	PART
བརྒྱུད་	བརྒྱུད་	NO_POS
བརྒྱུད་པ་	བརྒྱུད་པ་	VERB
འི་	གི་	PART
བླ་མ་	བླ་མ་	NOUN
ལ་	ལ་	ADP
། །		PUNCT
རབ་	རབ་	ADV
དད་	དད་	VERB
དགའ་བ་	དགའ་བ་	VERB
འི་	གི་	PART
ཡིད་	ཡིད་	NOUN
ཀྱིས་	གིས་	PART
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
ཏེ་	སྟེ་	PART
། །		PUNCT
ཐེག་ཆེན་	ཐེག་ཆེན་	NOUN
ལམ་	གམ་	PART
གྱི་	གི་	PART
རྩ་བ་	རྩ་བ་	NOUN
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
སེམས་	སེམས་	NOUN
། །		PUNCT
བདག་གཞན་	བདག་གཞན་	NOUN
བརྗེ་བ་	བརྗེ་བ་	VERB
བླ་མ་	བླ་མ་	NOUN
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
གསུང་	གསུང་	VERB
། །		PUNCT
བདེ་བ་	བདེ་བ་	VERB
འི་	གི་	PART
འབྱུང་གནས་	འབྱུང་གནས་	NOUN
དགེ་བ་	དགེ་བ་	VERB
འི་	གི་	PART
གཏེར་ཆེན་པོ་	གཏེར་ཆེན་པོ་	OTHER
། །		PUNCT
ཁ་	ཁ་	PRON
འབྱེད་	འབྱེད་	VERB
གནད་	གནད་	NOUN
ཀྱི་	གི་	PART
གདམས་པ་	གདམས་པ་	VERB
འདི་	འདི་	DET
ར་	ལ་	PART
བསྟན་	བསྟན་	VERB
བྱ་	བྱ་	VERB
། །		PUNCT
ཡང་དག་པ་	ཡང་དག་པ་	ADJ
ར་	ལ་	PART
རྫོགས་པ་	རྫོགས་པ་	VERB
འི་	གི་	PART
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཀྱིས་	གིས་	PART
གསུངས་པ་	གསུངས་པ་	VERB
འི་	གི་	PART
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
རིམ་པ་	རིམ་པ་	NOUN
གསུམ་	གསུམ་	NUM
།		PUNCT
གསུང་རབ་	གསུང་རབ་	NOUN
ཡན་ལག་	ཡན་ལག་	NOUN
བཅུ་གཉིས་	བཅུ་གཉིས་	NO_POS
།		PUNCT
སྡེ་སྣོད་	སྡེ་སྣོད་	NOUN
རིམ་པ་	རིམ་པ་	NOUN
གསུམ་	གསུམ་	NUM
།		PUNCT
ཐེག་པ་	ཐེག་པ་	NOUN
ཆེ་ཆུང་	ཆེ་ཆུང་	ADJ
།		PUNCT
ཆེན་པོ་	ཆེན་པོ་	ADJ
ལ་	ལ་	ADP
སྔགས་	སྔགས་	NOUN
ཕ་རོལ་	ཕ་རོལ་	NOUN
ཏུ་	ལ་	PART
ཕྱིན་པ་	ཕྱིན་པ་	VERB
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
ཉིད་	ཉིད་	DET
ཀྱིས་	གིས་	PART
གཟིགས་པ་	གཟིགས་པ་	VERB
འི་	གི་	PART
ལམ་	གམ་	PART
ཐུགས་རྗེ་	ཐུགས་རྗེ་	NOUN
ས་	གིས་	PART
གཞན་	གཞན་	DET
ལ་	ལ་	ADP
གསུངས་པ་	གསུངས་པ་	VERB
ས་	གིས་	PART
ལེགས་པ་	ལེགས་པ་	VERB
ར་	ལ་	PART
གསུངས་པ་	གསུངས་པ་	VERB
འི་	གི་	PART
བཀའ་	བཀའ་	NOUN
ཡིན་	ཡིན་	NO_POS
ལ་	ལ་	ADP
།		PUNCT
རྗེ་བཙུན་	རྗེ་བཙུན་	NOUN
བྱམས་པ་	བྱམས་པ་	PROPN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ས་	གིས་	PART
དེ་	དེ་	DET
འི་	གི་	PART
དགོངས་པ་	དགོངས་པ་	VERB
བཀྲལ་བ་	བཀྲལ་བ་	VERB
ནི་	ནི་	NO_POS
བསྟན་བཅོས་	བསྟན་བཅོས་	NOUN
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
བཀའ་	བཀའ་	NOUN
དང་	དང་	NO_POS
བསྟན་བཅོས་	བསྟན་བཅོས་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱི་	གི་	PART
བརྗོད་བྱ་	བརྗོད་བྱ་	NOUN
མདོར་བསྡུས་པ་	མདོར་བསྡུས་པ་	OTHER
ནི་	ནི་	NO_POS
།		PUNCT
ང་	ང་	PRON
ཟད་པ་		
བྱེད་པ་	བྱེད་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
གཞན་	གཞན་	DET
གཅེས་པ་	གཅེས་པ་	VERB
ར་	ལ་	PART
འཛིན་པ་	འཛིན་པ་	VERB
གཉིས་	གཉིས་	NUM
སུ་	སུ་	ADP
འདུ་	འདུ་	VERB
སོ་	སོ་	PART
། །		PUNCT
ཐེག་པ་	ཐེག་པ་	NOUN
འི་	གི་	PART
དབང་	དབང་	NOUN
དུ་	ལ་	PART
བྱ་	བྱ་	VERB
ན་	ན་	ADP
།		PUNCT
དང་པོ་	དང་པོ་	ADJ
ཉན་རང་	ཉན་རང་	NOUN
གི་	གི་	PART
ཐེག་པ་	ཐེག་པ་	NOUN
ས་	གིས་	PART
བསྡུ་	བསྡུ་	VERB
ལ་	ལ་	ADP
།		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
ས་	གིས་	PART
ཐེག་ཆེན་	ཐེག་ཆེན་	NOUN
བསྡུ་	བསྡུ་	VERB
སོ་	སོ་	PART
། །		PUNCT
དེ་	དེ་	DET
ཉམས་	ཉམས་	NOUN
སུ་	སུ་	ADP
ལེན་པ་	ལེན་པ་	VERB
ལ་	ལ་	ADP
སྔགས་	སྔགས་	NOUN
ལ་	ལ་	ADP
བརྟེན་པ་	བརྟེན་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཕ་རོལ་	ཕ་རོལ་	NOUN
ཏུ་	ལ་	PART
ཕྱིན་པ་	ཕྱིན་པ་	VERB
འི་	གི་	PART
ལུགས་	ལུགས་	NOUN
གཉིས་	གཉིས་	NUM
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
ཕྱི་མ་	ཕྱི་མ་	ADJ
ཉམས་	ཉམས་	NOUN
སུ་	སུ་	ADP
ལེན་པ་	ལེན་པ་	VERB
ལ་	ལ་	ADP
ཇོ་བོ་	ཇོ་བོ་	NOUN
ལ་	ལ་	ADP
ལུགས་	ལུགས་	NOUN
གསུམ་	གསུམ་	NUM
མངའ་	མངའ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
དང་པོ་	དང་པོ་	ADJ
དྷརྨ་		NON_WORD
རཀྵི་		NON_WORD
ཏ་ལ་	ཏ་ལ་	OTHER
ཞུ་	ཞུ་	VERB
།		PUNCT
འདི་	འདི་	DET
རྟེན་	རྟེན་	NOUN
