form	lemma	POS	morph
བློ་སྦྱོང་	བློ་སྦྱོང་	OTHER
ཚིགས་	ཚིགས་	NOUN
རྐང་	རྐང་	NOUN
བརྒྱད་	བརྒྱད་	NUM
མ་ལོ་	མ་ལོ་	NO_POS
རྒྱུ་	རྒྱུ་	NOUN
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
བཞུགས་	བཞུགས་	VERB
སོ་	སོ་	PART
། །		PUNCT
བླ་མ་	བླ་མ་	NOUN
དམ་པ་	དམ་པ་	VERB
རྣམས་	རྣམས་	DET
ལ་	ལ་	ADP
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
ལོ་	ལོ་	NOUN
། །		PUNCT
དགེ་བཤེས་	དགེ་བཤེས་	NOUN
འཆད་	འཆད་	VERB
ཀ་བ་	ཀ་བ་	NOUN
འི་	གི་	PART
ཞལ་	ཞལ་	NOUN
ན་	ནས་	PART
།		PUNCT
བདག་	བདག་	PRON
བཀའ་	བཀའ་	NOUN
གདམས་པ་	གདམས་པ་	VERB
རྣམས་	རྣམས་	DET
ལ་	ལ་	ADP
དད་པ་	དད་པ་	VERB
འདི་	འདི་	DET
དང་པོ་	དང་པོ་	ADJ
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
ལྕགས་	ལྕགས་	NOUN
ཞིང་བ་	ཞིང་བ་	ADP
ལ་	ལ་	ADP
ཚིག་རྐང་	ཚིག་རྐང་	OTHER
བརྒྱད་པ་	བརྒྱད་པ་	NUM
འདི་	འདི་	DET
ཐོ་	ཐོ་	VERB
ན་	ནས་	PART
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
རླུང་	རླུང་	NOUN
ཤོད་	ཤོད་	VERB
དགེ་	དགེ་	NOUN
གོང་བ་	གོང་བ་	NO_POS
ར་	ལ་	PART
དུ་	ལ་	PART
འདི་	འདི་	DET
འི་	གི་	PART
བཙང་	བཙང་	NO_POS
ད་	ད་	NOUN
བཅད་	བཅད་	VERB
ན་	ནས་	PART
ཚིག་	ཚིག་	NOUN
རྣམས་	རྣམས་	DET
ལ་	ལ་	ADP
སྔོ་	སྔོ་	VERB
བགྲང་	བགྲང་	VERB
བག་	བག་	NOUN
རེ་	རེ་	DET
བྱས་པ་	བྱས་པ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
རྒྱུད་	རྒྱུད་	NOUN
ལ་	ལ་	ADP
སྐྱེ་	སྐྱེ་	VERB
ནི་	ནི་	NO_POS
མི་	མི་	PART
བདོག་	བདོག་	VERB
སྐྱེ་	སྐྱེ་	VERB
ན་	ན་	ADP
འདི་	འདི་	DET
མིན་	མིན་	AUX
གཅིག་	གཅིག་	NUM
འོང་བ་	འོང་བ་	VERB
ལ་	ལ་	ADP
གསུངས་	གསུངས་	VERB
།		PUNCT
དང་པོ་	དང་པོ་	ADJ
ནི་	ནི་	NO_POS
།		PUNCT
འགྲོ་འོང་	འགྲོ་འོང་	NOUN
བྱེད་	བྱེད་	VERB
ཙ་ན་	ཙ་ན་	NO_POS
དགྲ་	དགྲ་	NOUN
བྱུང་	བྱུང་	VERB
གིས་	གིས་	PART
དོགས་པ་	དོགས་པ་	VERB
ལ་	ལ་	ADP
འདི་	འདི་	DET
དྲན་པ་	དྲན་པ་	VERB
ས་	གིས་	PART
ཕན་པ་	ཕན་པ་	VERB
ར་	ལ་	PART
བྱུང་	བྱུང་	VERB
།		PUNCT
བློ་རྒོད་	བློ་རྒོད་	NO_POS
དུ་ཐལ་	དུ་ཐལ་	NO_POS
བ་	བ་	ADP
མི་ལ་	མི་ལ་	PROPN
གནས་ཁང་	གནས་ཁང་	NOUN
གཉའ་བ་	གཉའ་བ་	NOUN
ཤ་སྟག་	ཤ་སྟག་	DET
དགོས་པ་	དགོས་པ་	VERB
ར་	ལ་	PART
སོང་བ་	སོང་བ་	VERB
ས་	གིས་	PART
།		PUNCT
དེ་	དེ་	DET
ཙ་ན་	ཙ་ན་	NO_POS
གནས་	གནས་	NOUN
གཤའ་མ་	གཤའ་མ་	NOUN
མ་	མ་	PART
རྙེད་པ་	རྙེད་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
གཞན་	གཞན་	DET
གྱིས་	གིས་	PART
བརྙས་པ་	བརྙས་པ་	VERB
བྱེད་པ་	བྱེད་པ་	VERB
བྱུང་བ་	བྱུང་བ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
མ་	མ་	PART
བཏུབ་པ་	བཏུབ་པ་	NON_WORD
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	ADP
འདི་	འདི་	DET
ས་	གིས་	PART
ཕན་པ་	ཕན་པ་	VERB
ར་	ལ་	PART
བྱུང་	བྱུང་	VERB
གསུངས་	གསུངས་	VERB
།		PUNCT
དེ་ཉིད་	དེ་ཉིད་	NOUN
གང་ཡིན་	གང་ཡིན་	NO_POS
ཚིག་རྐང་	ཚིག་རྐང་	OTHER
བརྒྱད་པོ་	བརྒྱད་པོ་	NUM
འདི་དག་	འདི་དག་	NO_POS
ཡིན་	ཡིན་	NO_POS
། །		PUNCT
བདག་	བདག་	PRON
ནི་	ནི་	NO_POS
སེམས་ཅན་	སེམས་ཅན་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	ADP
། །		PUNCT
ཡིད་བཞིན་	ཡིད་བཞིན་	OTHER
ནོར་བ་	ནོར་བ་	VERB
ས་	གིས་	PART
ལྷག་པ་	ལྷག་པ་	VERB
ཡིན་	ཡིན་	NO_POS
། །		PUNCT
དོན་	དོན་	NOUN
མཆོག་	མཆོག་	ADJ
སྒྲུབ་པ་	སྒྲུབ་པ་	VERB
འི་	གི་	PART
བསམ་པ་	བསམ་པ་	VERB
ཡི་	གིས་	PART
། །		PUNCT
མཆོག་	མཆོག་	ADJ
ཏུ་	ལ་	PART
གཅེས་པ་	གཅེས་པ་	VERB
ར་	ལ་	PART
འཛིན་པ་	འཛིན་པ་	VERB
བསླབ་	བསླབ་	VERB
། །		PUNCT
དེ་	དེ་	DET
ལ་	ལ་	ADP
སྤྱི་		
སེམས་ཅན་	སེམས་ཅན་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	ADP
ཡིད་བཞིན་	ཡིད་བཞིན་	OTHER
གྱི་	གི་	PART
ནོར་བུ་	ནོར་བུ་	NOUN
རིན་པོ་ཆེ་	རིན་པོ་ཆེ་	ADJ
ར་	ལ་	PART
བསླབ་པ་	བསླབ་པ་	VERB
ནི་	ནི་	NO_POS
སེམས་ཅན་	སེམས་ཅན་	NOUN
དང་	དང་	NO_POS
།		PUNCT
རིན་པོ་ཆེ་	རིན་པོ་ཆེ་	ADJ
གཉིས་	གཉིས་	NUM
འདྲ་	འདྲ་	VERB
།		PUNCT
ཆོ་	ཆོ་	NOUN
གཉིས་	གཉིས་	NUM
ཡོད་	ཡོད་	VERB
།		PUNCT
རིན་པོ་ཆེ་	རིན་པོ་ཆེ་	ADJ
འདམ་	འདམ་	NO_POS
གྱི་	གི་	PART
གསེབ་	གསེབ་	NOUN
ཏུ་	ལ་	PART
བཅུག་	བཅུག་	VERB
ན་	ན་	ADP
ཁོ་རང་	ཁོ་རང་	NO_POS
གི་	གི་	PART
འདམ་	འདམ་	NO_POS
ཡང་	ཀྱང་	PART
འབྱིན་	འབྱིན་	VERB
མི་	མི་	PART
ནུས་	ནུས་	VERB
ལ་	ལ་	ADP
།		PUNCT
ཚེ་	ཚེ་	NOUN
བཅོ་ལྔ་	བཅོ་ལྔ་	NO_POS
ལ་	ལ་	ADP
དྲི་བཟང་པོ་	དྲི་བཟང་པོ་	NOUN
ས་	གིས་	PART
ཁྲུ་	ཁྲུ་	NOUN
བྱ་	བྱ་	VERB
།		PUNCT
རྒྱལ་མཚན་	རྒྱལ་མཚན་	NOUN
གྱི་	གི་	PART
རྩེ་མོ་	རྩེ་མོ་	NOUN
ལ་བཏགས་	ལ་བཏགས་	OTHER
ན་	ནས་	PART
མཆོད་པ་	མཆོད་པ་	VERB
